class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
Takbir,0,0,0,-8.32E-05,0.013960822,-0.026663944,-0.003235936,0.013470553,-0.026657581,-0.006236613,0.012852842,-0.026618198,0.00929746,0.014866147,-0.009351216,0.013454765,0.015011726,-0.009344853,0.01776585,0.014999589,-0.009304345,-0.004157543,0.005109109,-0.176516533,0.030674785,0.007973347,-0.092182547,-0.00578633,-0.014803439,-0.058413677,0.008013755,-0.013539907,-0.033697791,-0.034448028,-0.085837014,-0.272578247,0.061056733,-0.073611163,-0.066100553,-0.066825569,-0.180376127,-0.131744994,0.082762539,-0.132282004,0.134639002,-0.057398856,-0.090347424,0.078040905,0.038686275,-0.028555341,0.273114927,-0.050189078,-0.068357602,0.121151738,0.029126406,-0.002032597,0.316585965,-0.048028916,-0.055139698,0.108880661,0.027777612,0.005499519,0.299685158,-0.047929436,-0.067510687,0.081686668,0.029457599,-0.003307398,0.269031025,-0.025761187,-0.31132786,-0.184934057,0.028982401,-0.310947046,-0.048724629,-0.030685872,-0.48593621,-0.168528263,0.03078413,-0.488963291,-0.028068043,-0.022300124,-0.655980572,-0.296350487,0.045284301,-0.665114686,-0.15630617,-0.009152949,-0.678730711,-0.302645095,0.046006203,-0.685685202,-0.162028208,-0.061179042,-0.695934638,-0.178240061,0.025990188,-0.71535109,-0.012889303
Takbir,0,0,0,0.000616252,0.014089253,-0.025843248,-0.002326399,0.013629548,-0.025835581,-0.005189717,0.013015388,-0.025800094,0.009697914,0.014739677,-0.003636979,0.013806045,0.014799973,-0.003624998,0.018025637,0.014733357,-0.00355953,-0.003081888,0.005128581,-0.172548398,0.030857325,0.007859552,-0.085892243,-0.005571991,-0.014772959,-0.057303831,0.008094013,-0.013712,-0.028263308,-0.033360153,-0.085986633,-0.268482558,0.060716331,-0.073672075,-0.056986671,-0.066062212,-0.179960508,-0.128543865,0.082147598,-0.133323718,0.142151333,-0.056441844,-0.089994837,0.080909781,0.03809315,-0.029289629,0.274527885,-0.049814224,-0.06795254,0.122704037,0.028580338,-0.002802588,0.316938855,-0.04732585,-0.055269111,0.11017067,0.027336448,0.004407052,0.300229914,-0.047080427,-0.067626495,0.084218271,0.028953731,-0.004406106,0.270410486,-0.025195509,-0.311187152,-0.177586116,0.029004872,-0.310721342,-0.038197041,-0.02972284,-0.485516492,-0.158603452,0.0308384,-0.48839188,-0.016461484,-0.02123636,-0.655511443,-0.286095001,0.046393663,-0.665402237,-0.147195891,-0.007943094,-0.678279344,-0.292253457,0.04718861,-0.686762933,-0.152486965,-0.060075939,-0.696162108,-0.169405505,0.025651872,-0.714881841,-0.002570175
Takbir,0,0,0,0.000775188,0.013251826,-0.025679097,-0.001996845,0.012870401,-0.025685534,-0.00473994,0.012322178,-0.025666453,0.009431034,0.0137832,-0.000421181,0.013301849,0.013889154,-0.000422426,0.017283291,0.013871236,-0.000356808,-0.002310753,0.005490046,-0.16751124,0.030254811,0.007914215,-0.066624681,-0.005978614,-0.013777576,-0.055037059,0.007833809,-0.01229237,-0.021882236,-0.030221134,-0.085472368,-0.266352385,0.061570346,-0.071707591,-0.022808604,-0.063646525,-0.181433059,-0.130462475,0.083265394,-0.130526014,0.193252295,-0.056893349,-0.088102274,0.082006201,0.038581491,-0.026974663,0.326032758,-0.052749097,-0.065845579,0.12024045,0.028751612,-0.000488292,0.367866695,-0.050635755,-0.053146906,0.106739447,0.027648449,0.006586552,0.348122716,-0.050038666,-0.065272443,0.084810466,0.029216766,-0.002236266,0.320395321,-0.020707309,-0.309498169,-0.172603697,0.031017691,-0.308628596,-0.013762459,-0.026726723,-0.48322124,-0.15462764,0.031706423,-0.486248322,0.005775347,-0.0192779,-0.653195389,-0.267602414,0.047277898,-0.662823327,-0.109101433,-0.005079359,-0.676125772,-0.271509022,0.048150003,-0.684196301,-0.112486538,-0.057549238,-0.693841465,-0.153892852,0.024401903,-0.71275229,0.032139063
Takbir,0,0,0,0.000324249,0.013016513,-0.025620878,-0.002388984,0.012697665,-0.025618277,-0.005102396,0.012172094,-0.025589645,0.009148747,0.013239356,-0.003529556,0.013101786,0.013248477,-0.003529899,0.017228037,0.013114352,-0.003471926,-0.002771229,0.004930217,-0.167123236,0.02962324,0.006961986,-0.071881138,-0.006246895,-0.013863072,-0.054542705,0.007497787,-0.012662284,-0.025471777,-0.031336337,-0.085851971,-0.261242978,0.061310321,-0.071873825,-0.039544608,-0.064225018,-0.182889093,-0.12251365,0.083865136,-0.131542135,0.166412912,-0.05870235,-0.089086775,0.081063844,0.037705511,-0.027855698,0.30180683,-0.054258525,-0.066876482,0.11954581,0.028155863,-0.001411103,0.344264619,-0.05221656,-0.054044615,0.105400555,0.026794076,0.005529042,0.325529419,-0.051555663,-0.065860245,0.0834058,0.028281897,-0.003149331,0.297387652,-0.020972669,-0.310529638,-0.170307793,0.031964302,-0.30959313,-0.01962427,-0.025769949,-0.483979601,-0.153720971,0.033361793,-0.487054545,0.002208419,-0.020281106,-0.654156286,-0.256163828,0.045945406,-0.663908262,-0.107477181,-0.005850554,-0.677154679,-0.258781053,0.046741933,-0.685530979,-0.110271828,-0.058630317,-0.694706518,-0.143118173,0.022684634,-0.713566918,0.035422571
Takbir,0,0,0,-0.001390964,0.012955455,-0.026731461,-0.004244983,0.01250699,-0.026715852,-0.007087797,0.011906829,-0.026676036,0.008104146,0.014004869,-0.00751657,0.01239416,0.014331263,-0.007522181,0.017066628,0.014481399,-0.007480785,-0.005351812,0.004587322,-0.170877643,0.029522181,0.007297553,-0.080688203,-0.005835235,-0.014089547,-0.055004403,0.008252919,-0.012904298,-0.029557265,-0.032117218,-0.085990008,-0.263186552,0.06214866,-0.072015423,-0.051757734,-0.065806389,-0.18346734,-0.118748011,0.082546413,-0.131772231,0.137178279,-0.060364276,-0.089459505,0.088261686,0.038594782,-0.029141087,0.272778548,-0.054975778,-0.067257393,0.129027911,0.027159184,-0.002443731,0.313650556,-0.05352965,-0.05449694,0.113300107,0.025814027,0.005032238,0.297364481,-0.053078026,-0.066232089,0.089405172,0.028172106,-0.003566988,0.269100614,-0.021715552,-0.311151203,-0.175662085,0.031824023,-0.310228553,-0.028907791,-0.027663261,-0.484364893,-0.162805419,0.033468693,-0.487348583,-0.005942822,-0.022450358,-0.653970446,-0.270487525,0.04346782,-0.665021446,-0.124840228,-0.008367449,-0.677283492,-0.273934878,0.044243664,-0.687094714,-0.128589364,-0.061101109,-0.694790568,-0.162372682,0.01924324,-0.714300063,0.020997703
Takbir,0,0,0,-0.001775265,0.01257881,-0.027673036,-0.004648507,0.011996936,-0.027653039,-0.007477403,0.01134471,-0.027607106,0.007846713,0.014250392,-0.007360749,0.012287408,0.014771037,-0.007367916,0.01718235,0.01506694,-0.007331118,-0.005856097,0.003984332,-0.173209921,0.030348659,0.007290879,-0.080015713,-0.00557816,-0.014500383,-0.055185597,0.008342057,-0.012999877,-0.028047621,-0.030917287,-0.086995997,-0.264300153,0.062599421,-0.072256617,-0.050040003,-0.066402584,-0.183810212,-0.121216469,0.085135609,-0.131253026,0.142955199,-0.060882777,-0.086903073,0.079463854,0.041963339,-0.029514246,0.27094312,-0.055613428,-0.065669514,0.117973149,0.030378997,-0.002585221,0.310915068,-0.054065526,-0.052916862,0.100253448,0.028361678,0.005162377,0.295003101,-0.053629875,-0.064260259,0.079456136,0.030901462,-0.003432594,0.267233446,-0.019414634,-0.312355854,-0.181545824,0.034630924,-0.311249979,-0.028360486,-0.028285414,-0.485298701,-0.174797602,0.03604129,-0.488637336,-0.005782008,-0.02307117,-0.654529639,-0.28664206,0.04343155,-0.667762287,-0.114890996,-0.009289742,-0.677922733,-0.290897116,0.044309914,-0.690378316,-0.117843072,-0.061766058,-0.694674321,-0.182146162,0.018174678,-0.715490825,0.026565269
Takbir,0,0,0,-0.005014896,0.01171237,-0.026229143,-0.008355349,0.010918193,-0.026224986,-0.011541665,0.010091027,-0.026173279,0.006065369,0.013905181,-0.017586827,0.010791063,0.0145566,-0.017593823,0.01566276,0.015025066,-0.017563783,-0.01107794,0.002156384,-0.168648291,0.025563747,0.006836295,-0.118286788,-0.00660187,-0.015184354,-0.052998841,0.008282363,-0.013143376,-0.040972531,-0.036032975,-0.088787269,-0.244265221,0.05807972,-0.073773641,-0.124464962,-0.0711959,-0.185800862,-0.105867183,0.087260813,-0.131870788,0.049794629,-0.066437453,-0.087614726,0.069726273,0.041644841,-0.026396442,0.190046042,-0.061268419,-0.065632518,0.110672385,0.031252742,-0.000457309,0.2340464,-0.059140176,-0.053069051,0.093738765,0.027912408,0.005315214,0.216200411,-0.058761746,-0.065020826,0.068929628,0.029637039,-0.003373642,0.187932462,-0.021698236,-0.314571138,-0.182983115,0.034960777,-0.313760486,-0.08316233,-0.03370735,-0.487344231,-0.175342206,0.03357932,-0.492025223,-0.069323882,-0.035845429,-0.654281881,-0.318487793,0.039070904,-0.669798221,-0.220363446,-0.028192103,-0.675423171,-0.325953752,0.039733082,-0.69209316,-0.227942616,-0.066478699,-0.696955111,-0.208565965,0.012935638,-0.717672732,-0.078669935
Takbir,0,0,0,-0.006013244,0.011552727,-0.025655143,-0.009507239,0.01064142,-0.02565597,-0.012846529,0.009678131,-0.025606759,0.005437791,0.013929617,-0.016163617,0.010142982,0.014628721,-0.016166694,0.014907658,0.015173659,-0.016133837,-0.013181537,0.001275197,-0.163714811,0.023383141,0.006941151,-0.12647788,-0.006735474,-0.015672281,-0.051617913,0.008136421,-0.013371035,-0.039163083,-0.038501173,-0.089768399,-0.230691582,0.0562765,-0.074911382,-0.137322024,-0.073380083,-0.186262842,-0.094135936,0.087659925,-0.132878359,0.036110237,-0.068802178,-0.087965872,0.072986543,0.041188955,-0.025378175,0.177122772,-0.06366697,-0.065669987,0.113447413,0.030929685,-0.000197273,0.220899075,-0.061377764,-0.053339627,0.096852213,0.02753517,0.005008262,0.202516288,-0.0610331,-0.065513272,0.072548598,0.029222429,-0.003726341,0.175197661,-0.023059756,-0.315717082,-0.163300056,0.033824384,-0.314976405,-0.09136435,-0.037606895,-0.48741911,-0.157130849,0.033705056,-0.493944328,-0.074172549,-0.042031437,-0.652927022,-0.308252707,0.037532717,-0.67099474,-0.220703289,-0.035025209,-0.673594814,-0.317981184,0.038118094,-0.693213623,-0.227744348,-0.06861645,-0.698467594,-0.176819339,0.011211306,-0.720051568,-0.080609374
Takbir,0,0,0,-0.002953321,0.011499869,-0.026760392,-0.006090969,0.010591855,-0.026764788,-0.00920701,0.009632319,-0.026715547,0.007977694,0.013866048,-0.017039537,0.012702048,0.014529156,-0.017039932,0.017901987,0.014986554,-0.017010599,-0.008027345,0.000777528,-0.169896714,0.029301167,0.006273869,-0.131793977,-0.005724192,-0.01573417,-0.053344861,0.008186311,-0.013455719,-0.04026112,-0.036903173,-0.091514908,-0.240843892,0.062755913,-0.077987872,-0.13560153,-0.07356289,-0.184891917,-0.101116028,0.097402483,-0.132966511,0.046882316,-0.062763244,-0.088231422,0.077529237,0.051020116,-0.025320388,0.190818772,-0.058631569,-0.065610722,0.117980942,0.040996253,-0.000101276,0.233346149,-0.055130571,-0.053521253,0.099686339,0.037574887,0.005256021,0.215930983,-0.054175705,-0.065635107,0.076349035,0.039246053,-0.003489178,0.188065395,-0.015865743,-0.316807888,-0.165874213,0.043033391,-0.316666655,-0.10344922,-0.03162688,-0.489653461,-0.161417637,0.043557495,-0.495112769,-0.094698142,-0.035571277,-0.653480403,-0.314726204,0.047761053,-0.668556981,-0.258129515,-0.02739802,-0.675109081,-0.323277161,0.046261132,-0.691494517,-0.266532689,-0.061688095,-0.699877135,-0.173789602,0.022455692,-0.720120363,-0.112975303
Takbir,0,0,0,-0.004498333,0.011436742,-0.027777284,-0.008557945,0.010448758,-0.027800485,-0.012589127,0.009368248,-0.027771607,0.007838488,0.013878191,-0.021503508,0.012715399,0.014535038,-0.021493733,0.017986685,0.014965884,-0.021456942,-0.014633596,3.08E-05,-0.178096393,0.028359145,0.005901411,-0.151447438,-0.006911218,-0.01586483,-0.055174708,0.008229822,-0.013528012,-0.046606898,-0.040406138,-0.093417451,-0.256343894,0.059926778,-0.080166407,-0.175290743,-0.08344999,-0.181621537,-0.11115928,0.092221022,-0.134456769,0.017843321,-0.067152232,-0.08590433,0.070094198,0.051381499,-0.02549338,0.185439557,-0.062220424,-0.060580224,0.111215115,0.042855322,-0.000214931,0.233163089,-0.058663607,-0.050425023,0.09060663,0.039093494,0.005139621,0.21445924,-0.057699949,-0.063568205,0.067972422,0.040065497,-0.003787566,0.184099168,-0.021997392,-0.319024041,-0.215248534,0.038925707,-0.318415657,-0.161144072,-0.033614725,-0.491825357,-0.216438562,0.044900745,-0.49682565,-0.165207854,-0.036394864,-0.653512672,-0.408863038,0.049922407,-0.667709246,-0.351946965,-0.027465731,-0.674753979,-0.420911238,0.046896905,-0.691040888,-0.362815201,-0.058587402,-0.700418249,-0.263395824,0.026547968,-0.720414415,-0.204642234
Takbir,0,0,0,-0.004653215,0.011330303,-0.027406454,-0.008597016,0.010304214,-0.0274266,-0.012503624,0.00917084,-0.02739273,0.007170022,0.013722612,-0.019637316,0.011762589,0.014252977,-0.019624308,0.016774476,0.014495734,-0.019589096,-0.014264703,-0.00058398,-0.174877662,0.026354551,0.004798722,-0.140648477,-0.00680384,-0.015956938,-0.054275453,0.008449376,-0.013597939,-0.043768495,-0.041192412,-0.094626587,-0.255306937,0.057121277,-0.081228178,-0.161584573,-0.084859312,-0.18026435,-0.113950312,0.092351079,-0.143433701,0.027936921,-0.067685783,-0.083557684,0.069792777,0.053801179,-0.029177699,0.195976615,-0.061228395,-0.058488067,0.110846668,0.044578403,-0.003252152,0.243320674,-0.057635128,-0.048857305,0.090027988,0.040499926,0.001889616,0.22524029,-0.057260096,-0.062260721,0.06768468,0.041450143,-0.007248156,0.194214672,-0.024324507,-0.320367809,-0.210582733,0.036330223,-0.318545695,-0.151566306,-0.033228427,-0.492370512,-0.209215621,0.046196759,-0.497134175,-0.150723895,-0.034436941,-0.653342929,-0.401601404,0.05369994,-0.666458096,-0.328875571,-0.024345189,-0.674359467,-0.413460255,0.050900221,-0.690250125,-0.339288846,-0.0541085,-0.700551894,-0.264907494,0.033414751,-0.720464494,-0.18529621
Takbir,0,0,0,-0.004517436,0.010985635,-0.024929196,-0.008213431,0.009986095,-0.024909973,-0.011809319,0.008915324,-0.024876535,0.006852806,0.013025988,-0.010702357,0.011189967,0.013263084,-0.010650188,0.015831888,0.013291381,-0.01053305,-0.012080729,-0.001430113,-0.168382976,0.027832359,0.00375944,-0.138993021,-0.005822003,-0.015514728,-0.054514557,0.008868814,-0.013273094,-0.039072618,-0.037876964,-0.096243527,-0.252251081,0.060194284,-0.081179794,-0.167333102,-0.085288465,-0.176191952,-0.111149956,0.09631896,-0.147342008,0.014932379,-0.06959635,-0.079980221,0.071287692,0.058780968,-0.02851199,0.172865093,-0.064171493,-0.052246016,0.11333102,0.050582677,-0.002114028,0.220833927,-0.060959756,-0.043791022,0.086449176,0.046477824,0.002774447,0.201591343,-0.060035408,-0.055656191,0.065783381,0.047138691,-0.006920718,0.171626329,-0.0213902,-0.320550423,-0.183702048,0.039429992,-0.317605954,-0.141777432,-0.028197199,-0.492551606,-0.191505019,0.051085681,-0.496323507,-0.144952346,-0.027355671,-0.653022211,-0.371256247,0.057154447,-0.664275926,-0.309903011,-0.016847134,-0.67459039,-0.381034747,0.050368756,-0.688024681,-0.318072349,-0.04826057,-0.700591069,-0.234430119,0.057304174,-0.718277019,-0.165901116
Takbir,0,0,0,-0.00426355,0.010972112,-0.02178061,-0.007753462,0.009934654,-0.021693707,-0.011224568,0.008802684,-0.021647871,0.006595641,0.012887718,-0.017080709,0.010787249,0.0130574,-0.017076313,0.015411943,0.013040461,-0.017059013,-0.011184663,-0.00194902,-0.167496813,0.028323084,0.003567215,-0.150876909,-0.005166143,-0.015511714,-0.056106895,0.008845508,-0.013499878,-0.038717695,-0.037854671,-0.096692253,-0.248710081,0.061506748,-0.081211332,-0.178663822,-0.084076434,-0.17553312,-0.09779039,0.097319514,-0.148780171,0.000115424,-0.069655925,-0.079454098,0.082438529,0.060134083,-0.02952506,0.161560416,-0.064718515,-0.051206823,0.125663221,0.052857816,-0.002205744,0.20970729,-0.061695427,-0.042299937,0.103543133,0.048903793,0.002173938,0.19039759,-0.060100108,-0.05365527,0.079567194,0.049088657,-0.00819004,0.160339177,-0.020296395,-0.320519183,-0.173013215,0.040592909,-0.317232642,-0.142439986,-0.026191533,-0.493049923,-0.186433274,0.052529752,-0.496142093,-0.14148429,-0.024243981,-0.65367103,-0.364975005,0.057975382,-0.663254742,-0.307118237,-0.013919681,-0.675904814,-0.374299049,0.050015837,-0.687040988,-0.315137282,-0.046269983,-0.701492254,-0.212427825,0.063385099,-0.716771308,-0.161080387
Takbir,0,0,0,-0.004327208,0.009898394,-0.029659718,-0.007615507,0.008967567,-0.029677935,-0.010826111,0.008018808,-0.02961798,0.007372469,0.011307143,-0.028427422,0.012264967,0.011065718,-0.028452933,0.016749829,0.010740783,-0.028484344,-0.009005219,-0.003184084,-0.166326612,0.029232323,0.000108536,-0.160601493,-0.004859775,-0.015410904,-0.048218213,0.009798914,-0.014255647,-0.044973023,-0.03744325,-0.098482087,-0.207883365,0.062072486,-0.086691938,-0.1851715,-0.085392267,-0.170280635,-0.0656844,0.097375005,-0.149495959,-0.016487837,-0.068232268,-0.07000564,0.061484441,0.06457153,-0.032097489,0.141534537,-0.062562674,-0.038950436,0.099967569,0.058033198,-0.004800417,0.189410731,-0.05912146,-0.033304147,0.078098848,0.053668231,-0.0011812,0.170417801,-0.057769984,-0.043357447,0.058095291,0.053010583,-0.011436846,0.141454786,-0.019961983,-0.319156259,-0.106636698,0.040629774,-0.317375988,-0.099671217,-0.027286053,-0.491680205,-0.114087986,0.048746645,-0.496667027,-0.095187559,-0.024528056,-0.652840376,-0.265013948,0.042441934,-0.663018644,-0.245952711,-0.014337689,-0.676426232,-0.271087438,0.032923371,-0.686742783,-0.252182379,-0.04643026,-0.700172484,-0.114397298,0.062113494,-0.713412046,-0.102720519
Takbir,0,0,0,-0.003251791,0.009935239,-0.029308505,-0.005885482,0.00907404,-0.029329628,-0.008617729,0.008123174,-0.029249445,0.007402569,0.011205034,-0.027222134,0.011739016,0.011067417,-0.027254075,0.01594758,0.010724777,-0.02729886,-0.010139227,-0.003363926,-0.163463697,0.027660906,-0.000647232,-0.153259818,-0.005294323,-0.015627392,-0.047041707,0.007902384,-0.01443686,-0.043603547,-0.041497946,-0.098148786,-0.203300998,0.057893664,-0.08736489,-0.186874576,-0.089367747,-0.169534512,-0.062849388,0.102042586,-0.150422879,-0.017985083,-0.073179185,-0.070707157,0.067652747,0.071162939,-0.034320578,0.159703299,-0.066503346,-0.039227478,0.106726766,0.065131575,-0.008085851,0.208868876,-0.062826097,-0.033883117,0.085608721,0.061130643,-0.004765768,0.19175674,-0.061387002,-0.044327237,0.064123869,0.060013205,-0.014558952,0.161073789,-0.024171144,-0.319342308,-0.097627833,0.037023365,-0.317976259,-0.101998359,-0.034399867,-0.491829567,-0.111987564,0.041732907,-0.499179892,-0.111318406,-0.032628953,-0.65318989,-0.26331681,0.031651378,-0.664337151,-0.273487985,-0.023032665,-0.677378766,-0.269795179,0.021521538,-0.687888019,-0.280935332,-0.053538173,-0.700347774,-0.120066512,0.057836652,-0.712216251,-0.140317176
Takbir,0,0,0,-0.002826363,0.009978188,-0.029345393,-0.005278409,0.009188119,-0.029363073,-0.007905871,0.00825605,-0.029277071,0.007471085,0.010963032,-0.026956432,0.011655718,0.010931171,-0.026986293,0.015864462,0.010590188,-0.027031526,-0.010448128,-0.003507443,-0.163456768,0.027356625,-0.001275226,-0.152014308,-0.00539431,-0.015876923,-0.047027305,0.00725317,-0.014698122,-0.043312483,-0.04343009,-0.098040383,-0.201327726,0.056543916,-0.087834921,-0.184506498,-0.091788381,-0.169443812,-0.064835589,0.102379858,-0.151279446,-0.01573322,-0.075457782,-0.071338806,0.063837811,0.070841908,-0.035646137,0.162562415,-0.067987591,-0.039685581,0.102826729,0.064731508,-0.009954449,0.211970106,-0.064410001,-0.03436156,0.081446737,0.060946405,-0.006750502,0.195097372,-0.062933058,-0.044904035,0.060124949,0.05984953,-0.016309761,0.164087996,-0.025761932,-0.319595333,-0.096466135,0.035639197,-0.318631705,-0.098729951,-0.037649363,-0.492095526,-0.112755808,0.038468361,-0.500654634,-0.105565531,-0.0359779,-0.653518435,-0.26623489,0.027635127,-0.665787574,-0.267482638,-0.026479453,-0.678115722,-0.27318348,0.0178141,-0.689138647,-0.274974346,-0.056904405,-0.700615164,-0.126203358,0.054372549,-0.711839434,-0.133872844
Takbir,0,0,0,-0.004943609,0.010481104,-0.034180135,-0.008376658,0.009591904,-0.034279279,-0.011176318,0.008612104,-0.034333192,0.006970882,0.011920318,-0.021464959,0.011712879,0.012015259,-0.021460593,0.016349882,0.011685856,-0.02146633,-0.014089555,-0.003141746,-0.150478553,0.026850939,-0.001576759,-0.139800563,-0.006608695,-0.017996188,-0.047058437,0.008175552,-0.01617438,-0.039741896,-0.043753356,-0.099816281,-0.191604763,0.060498029,-0.090110201,-0.177322835,-0.094271749,-0.174984027,-0.070853628,0.101759374,-0.158548061,-0.022149712,-0.075018615,-0.076465402,0.052852228,0.072501212,-0.043450903,0.161744431,-0.067254394,-0.045484316,0.089955762,0.06708923,-0.015112102,0.210147575,-0.064892262,-0.039464463,0.070629105,0.062997311,-0.011181187,0.195603177,-0.063558012,-0.04983094,0.049509123,0.061683565,-0.021589126,0.163959071,-0.026727527,-0.321120445,-0.099709071,0.036456257,-0.322908256,-0.106365212,-0.044233561,-0.496483568,-0.107547234,0.033287466,-0.505946402,-0.128097329,-0.043910116,-0.658265833,-0.241532668,0.021068096,-0.671225969,-0.285850585,-0.034087032,-0.682913307,-0.24650003,0.011639535,-0.694414858,-0.29362841,-0.063243121,-0.70533425,-0.099665125,0.0471991,-0.716676477,-0.1604167
Takbir,0,0,0,-0.005192041,0.011052011,-0.029967308,-0.009114414,0.010333801,-0.030024938,-0.012136698,0.009508118,-0.030025505,0.007492572,0.012046618,-0.022894211,0.012464523,0.011998499,-0.022921667,0.017356485,0.011587597,-0.022944979,-0.015687704,-0.001901045,-0.148657486,0.026811302,-0.002041813,-0.144968621,-0.007263005,-0.017724987,-0.047402721,0.008353144,-0.016486764,-0.04247126,-0.045371741,-0.097942352,-0.188814156,0.06015715,-0.090145551,-0.190049365,-0.09309116,-0.177128494,-0.07338427,0.101632684,-0.159946978,-0.039318725,-0.075777382,-0.077902056,0.052290745,0.072961062,-0.044952609,0.145678498,-0.068051636,-0.047670469,0.088698126,0.06822899,-0.017028917,0.193617471,-0.066402107,-0.041186221,0.070714153,0.064748079,-0.012329254,0.180350758,-0.064992666,-0.051660866,0.0493517,0.063323915,-0.022870217,0.148809321,-0.0259583,-0.317654774,-0.096930473,0.0371494,-0.321698502,-0.119345399,-0.048584193,-0.495289043,-0.098404283,0.029798269,-0.506827727,-0.147980381,-0.053829014,-0.657347396,-0.224553026,0.015954494,-0.67336835,-0.304041825,-0.044601768,-0.681326881,-0.228813216,0.005507976,-0.696863964,-0.311991565,-0.065479189,-0.706600741,-0.079885293,0.044814616,-0.717825785,-0.182280026
Takbir,0,0,0,-0.005145073,0.010347817,-0.022991259,-0.009204298,0.009597795,-0.022998501,-0.012304932,0.008808179,-0.022918444,0.007746398,0.011185559,-0.023933046,0.012721717,0.010951769,-0.023972519,0.017543018,0.010440944,-0.02399949,-0.016547918,-0.002837379,-0.125038099,0.026477188,-0.003485251,-0.135844596,-0.007796228,-0.017841298,-0.037192166,0.008268058,-0.016628567,-0.039159037,-0.046747059,-0.096761014,-0.15492893,0.058772147,-0.091159653,-0.173935845,-0.092264056,-0.179263022,-0.039310228,0.102613419,-0.161963757,-0.042707935,-0.074110389,-0.080027092,0.067875728,0.075356692,-0.046876114,0.10277088,-0.06679526,-0.049869206,0.099363491,0.070949197,-0.01899752,0.143660098,-0.065389723,-0.043174114,0.079953015,0.067014605,-0.014198076,0.125075519,-0.063926846,-0.0534986,0.063861206,0.06532824,-0.024799544,0.103051394,-0.026418865,-0.318650182,-0.05679867,0.037300646,-0.322265919,-0.092605464,-0.048829734,-0.496835705,-0.045431107,0.030160427,-0.508477028,-0.104176268,-0.05786258,-0.661026236,-0.143435337,0.01613465,-0.675080057,-0.243167192,-0.050667226,-0.683452602,-0.145334445,0.006267846,-0.698524889,-0.246687084,-0.059892952,-0.713402983,-0.007116452,0.045433581,-0.719628986,-0.120813906
Takbir,0,0,0,-0.00540325,0.01045444,-0.016649134,-0.009458512,0.009765392,-0.016656049,-0.012559086,0.00902538,-0.016587041,0.007434309,0.010994758,-0.035347503,0.012270451,0.010640724,-0.03543194,0.016867906,0.010045631,-0.035532109,-0.017435223,-0.002573639,-0.116493586,0.025231928,-0.003855374,-0.139766462,-0.00810504,-0.017378338,-0.030247789,0.008085519,-0.016471349,-0.051663913,-0.048729539,-0.094096113,-0.145309769,0.057061017,-0.091413762,-0.182278886,-0.093100727,-0.179786231,-0.00262817,0.100947917,-0.164403494,-0.037584335,-0.074119508,-0.078870866,0.134476885,0.073975027,-0.048765156,0.13689366,-0.067172885,-0.048002962,0.172647923,0.070898771,-0.021379631,0.182506382,-0.065795094,-0.0415194,0.151533335,0.066780567,-0.01674768,0.16490382,-0.06420055,-0.051405493,0.130175412,0.064586043,-0.02674941,0.137647524,-0.027658343,-0.319253813,-0.06838702,0.035699606,-0.322590839,-0.11618517,-0.048070431,-0.49804632,-0.066843545,0.030303597,-0.508752387,-0.153790761,-0.058349192,-0.665552299,-0.186987855,0.016133189,-0.674887281,-0.314205706,-0.051595986,-0.686235946,-0.190594479,0.005255729,-0.698865037,-0.323252261,-0.057493895,-0.719772499,-0.037155651,0.043590069,-0.719967704,-0.197525777
Takbir,0,0,0,-0.005367011,0.01053643,-0.02050177,-0.009379268,0.009878963,-0.020506099,-0.012473971,0.009173922,-0.020442545,0.007347673,0.010916715,-0.028968394,0.01211971,0.010481646,-0.029010735,0.01660946,0.009818144,-0.029055022,-0.017644316,-0.002352269,-0.131263769,0.02476272,-0.004091108,-0.158262167,-0.008124799,-0.017130082,-0.038236119,0.007994592,-0.016362345,-0.048920594,-0.049560279,-0.092865145,-0.167655636,0.056242943,-0.091580724,-0.210063584,-0.093290746,-0.18012177,-0.024771594,0.100445628,-0.165665543,-0.058862261,-0.073921859,-0.078417106,0.119339019,0.073713601,-0.049748039,0.100496873,-0.067175388,-0.047364442,0.157847077,0.07094115,-0.022591876,0.152982324,-0.065815896,-0.040843209,0.137923002,0.066782624,-0.018066181,0.133541971,-0.064151257,-0.05057781,0.115652055,0.064489186,-0.027726298,0.105619013,-0.028102994,-0.319590142,-0.108007398,0.035195947,-0.322878351,-0.154620508,-0.046989828,-0.498495391,-0.111077555,0.031112045,-0.50902926,-0.1985479,-0.057893723,-0.66724824,-0.240216933,0.016596109,-0.674031785,-0.367870674,-0.050674677,-0.687562158,-0.244574152,0.005531073,-0.698797634,-0.377891079,-0.056688428,-0.722231438,-0.089507423,0.04266572,-0.720120242,-0.249578699
